0 1 0.0
1 2 1.0
2 3 2.0
2 4 4.0
3 4 3.0
3 6 7.754887502163468
4 5 4.0
4 8 12.0
5 6 5.0
5 10 16.609640474436812
6 7 6.0
6 12 21.509775004326936
7 8 7.0
7 14 26.651484454403228
8 9 8.0
8 16 32.0
9 10 9.0
9 18 37.529325012980806
10 11 10.0
10 20 43.219280948873624
11 12 11.0
11 22 49.05374780501028
12 13 12.0
12 24 55.01955000865387
13 14 13.0
13 26 61.1057163358342
14 15 14.0
14 28 67.30296890880645
15 16 15.0
15 30 73.60335893412778
16 17 16.0
16 32 80.0
17 18 17.0
17 34 86.48686830125578
18 19 18.0
18 36 93.05865002596161
19 20 19.0
19 38 99.71062275542812
20 21 20.0
20 40 106.43856189774725
21 22 21.0
21 42 113.23866587835397
22 23 22.0
22 44 120.10749561002054
23 24 23.0
23 46 127.0419249893113
24 25 24.0
24 48 134.03910001730776
25 26 25.0
25 50 141.0964047443681
26 27 26.0
26 52 148.2114326716684
27 28 27.0
27 54 155.38196255841368
28 29 28.0
28 56 162.6059378176129
29 30 29.0
29 58 169.8814488586996
30 31 30.0
30 60 177.20671786825557
31 32 31.0
31 62 184.58008562199316
32 33 32.0
32 64 192.0
33 34 33.0
33 66 199.46500593882897
34 35 34.0
34 68 206.97373660251156
35 36 35.0
35 70 214.5249055930738
36 37 36.0
36 72 222.11730005192322
37 38 37.0
37 74 229.74977452827116
38 39 38.0
38 76 237.42124551085624
39 40 39.0
39 78 245.1306865356277
40 41 40.0
40 80 252.8771237954945
41 42 41.0
41 82 260.65963218934144
42 43 42.0
42 84 268.47733175670794
43 44 43.0
43 86 276.3293844521902
44 45 44.0
44 88 284.2149912200411
45 46 45.0
45 90 292.1333893348354
46 47 46.0
46 92 300.0838499786226
47 48 47.0
47 94 308.06567602884894
48 49 48.0
48 96 316.0782000346155
49 50 49.0
49 98 324.1207823616452
50 51 50.0
50 100 332.1928094887362
51 52 51.0
51 102 340.2936924405463
52 53 52.0
52 104 348.4228653433368
53 54 53.0
53 106 356.5797840918496
54 55 54.0
54 108 364.76392511682735
55 56 55.0
55 110 372.9747842438563
56 57 56.0
56 112 381.21187563522585
57 58 57.0
57 114 389.4747308073903
58 59 58.0
58 116 397.76289771739914
59 60 59.0
59 118 406.07593991234864
60 61 60.0
60 120 414.41343573651113
61 62 61.0
61 122 422.7749775913361
62 63 62.0
62 124 431.1601712439863
63 64 63.0
63 126 439.56863518049477
64 65 64.0
64 128 448.0
65 66 65.0
65 130 456.4539078468495
66 67 66.0
66 132 464.93001187765793
67 68 67.0
67 134 473.42797576067073
68 69 68.0
68 136 481.94747320502313
69 70 69.0
69 138 490.48818751769375
70 71 70.0
70 140 499.04981118614774
71 72 71.0
71 142 507.6320454848324
72 73 72.0
72 144 516.2346001038464
73 74 73.0
73 146 524.8571927982413
74 75 74.0
74 148 533.4995490565424
75 76 75.0
75 150 542.161401787191
76 77 76.0
76 152 550.8424910217126
77 78 77.0
77 154 559.5425636335075
78 79 78.0
78 156 568.2613730712554
79 80 79.0
79 158 576.9986791059912
80 81 80.0
80 160 585.7542475909889
81 82 81.0
81 162 594.5278502336546
82 83 82.0
82 164 603.319264378683
83 84 83.0
83 166 612.1282728017948
84 85 84.0
84 168 620.9546635134159
85 86 85.0
85 170 629.7982295717047
86 87 86.0
86 172 638.6587689043804
87 88 87.0
87 174 647.5360841388394
88 89 88.0
88 176 656.4299824400822
89 90 89.0
89 178 665.3402753560094
90 91 90.0
90 180 674.2667786696708
91 92 91.0
91 182 683.2093122580814
92 93 92.0
92 184 692.1676999572452
93 94 93.0
93 186 701.141769433047
94 95 94.0
94 188 710.1313520576979
95 96 95.0
95 190 719.1362827914401
96 97 96.0
96 192 728.156400069231
97 98 97.0
97 194 737.1915456921514
98 99 98.0
98 196 746.2415647232905
99 100 99.0
99 198 755.3063053878814
100 101 100.0
100 200 764.3856189774725
101 102 101.0
101 202 773.4793597579313
102 103 102.0
102 204 782.5873848810925
103 104 103.0
103 206 791.7095542998715
104 105 104.0
104 208 800.8457306866735
105 106 105.0
105 210 809.9957793549429
106 107 106.0
106 212 819.1595681836991
107 108 107.0
107 214 828.3369675449227
108 109 108.0
108 216 837.5278502336547
109 110 109.0
109 218 846.7320914006849
110 111 110.0
110 220 855.9495684877126
111 112 111.0
111 222 865.1801611648618
112 113 112.0
112 224 874.4237512704516
113 114 113.0
113 226 883.6802227529163
114 115 114.0
114 228 892.9494616147806
115 116 115.0
115 230 902.2313558586033
116 117 116.0
116 232 911.5257954347983
117 118 117.0
117 234 920.8326721912583
118 119 118.0
118 236 930.1518798246973
119 120 119.0
119 238 939.4833138336453
120 121 120.0
120 240 948.8268714730223
121 122 121.0
121 242 958.182451710226
122 123 122.0
122 244 967.5499551826722
123 124 123.0
123 246 976.9292841567265
124 125 124.0
